PRODUCTO;Modelo ;Descripcion ;Proveedor ;;Quantity;Price USD
ID-00003371;150102;MANGUERA DE RIEGO TREN. LIV. AZUL 3/4xMT;PROCOM;TECNOCOM;163;187,74
ID-00003372;06009225;BULON CABEZA REDONDA 9 x 225;RC DISTRIBUCIONES S.R.L;METALBO;16;3,33
ID-00003373;143002;"PLANCHUELA DE 1/2"" X 1 1/2"" X 6.00 MTS.";TERAR S.A;ACINDAR;0;0,00
ID-00003374;204002;PISTOLA P/SOPLET. PICO LARGO x 30CM;LARREA 3600 S.A;BEMAR;0;0,00
ID-00003375;LAR-101;ROBOT ASPIRADORA 4 FUNCIONES;LUSQTOFF ARGENTINA S.A;LUSQTOFF;0;0,00
ID-00003376;LAR-102;ROBOT ASPIRADORA 2 FUNCIONES;LUSQTOFF ARGENTINA S.A;LUSQTOFF;0;0,00
ID-00003377;50006175;ABRAZADERA SUPER PRESION 160-175;RC DISTRIBUCIONES S.R.L;APRET;10;105,75
ID-00003378;420113;HOJA REP. CUTTER ANCHA x 10 uni.;DELLA VALLE Y CIA SRL;ONZA;2;0,42
ID-00003379;N58643;HOJA DE LIJA AL AGUA G 1500;PAPIERTTEI;NORTON;8;0,66
ID-00003380;N75024;HOJA DE LIJA AL AGUA G 180;PAPIERTTEI;NORTON;29;1,24
ID-00003381;53267;HOJA DE LIJA AL AGUA G 240;ITURRIA S.A;3M;23;1,14
ID-00003382;296.MR.12.15;"MANGUERA DE RIEGO 1/2"" BCA/VRDE x MTS";BULONFER S.A;KEMEN;0;0,00
ID-00003383;01882.10;CINTA DE PAPEL BLANCA 12 MM x 50 MTS;BERMON DISTRIBUIDORA S.R.L;NORTON;11;1,07
ID-00003384;L18C10S-2;"DISCO DE CORTE PAVIM. 18"" HORMIG. VIEJO";ALIAFOR S.A;ALIAFOR;0;0,00
ID-00003385;;ANTIPARRA LIBUS NEW CLASSIC;KUNZ JOSE;LIBUS;0;0,00
ID-00003386;152419;CABEZAL DE TANZA IMPORTADO NEGRO;CRIMARAL S.A.I.C.F.E.I;GRILON;3;49,81
ID-00003387;06080;TANZA RED AMARILLA DE 1.6 MM x MTS.;BERMON DISTRIBUIDORA S.R.L;GRILON;1453;154,50
ID-00003388;830;"ROLLO DE POLIETILENO 1"" X 2.5KG. X 100M";POLINAM S.R.L;POLINAM;7;12,40
ID-00003389;830;"POLIETILENO DE 1"" x 2.5 K x MTS.";POLINAM S.R.L;POLINAM;80;82,53
ID-00003390;SSE320;"VALVULA PURGUE DE AIRE KINETIC X 1"" RM";POLINAM S.R.L;SIN RAMO;0;0,00
ID-00003391;1180;"FLOTANTE COMPL. DE 3/4"" P/TANQUE";POLINAM S.R.L;POLINAM;3;18,20
ID-00003392;5888285;"CORREA DE TRANSMICION P/42""/46""/54""";LOGBELTS SRL;LOGBELTS;2;23283,71
ID-00003393;5888390;"CORREA PLATAFORMA DE 54""";LOGBELTS SRL;LOGBELTS;1;35085,04
ID-00003394;5888305;"CORREA 12 Y 16HP 46""";LOGBELTS SRL;LOGBELTS;2;23267,76
ID-00003395;5888330;"CORREA PLATAFORMA P/HUSQVARNA 42""";LOGBELTS SRL;LOGBELTS;2;20221,74
ID-00003396;429636;"CORREA PLATAFORMA P/HUSVARNA 42""";LOGBELTS SRL;LOGBELTS;4;216,84
ID-00003397;9002JR;"AMOLADORA SKIL DE 41/2"" X 700 WTS.";ITURRIA S.A;SKIL;3;123,20
ID-00003398;06016240H0;FRESADORA BOSCH GOF 1600 CE;ITURRIA S.A;BOSCH;0;0,00
ID-00003399;115011;ABRAZADERA 9 MM DE 50 A 70 MM;PROCOM;PERFECTO;16;19,87
ID-00003400;17014;ESLINGA OJAL/OJAL 1TNx4Mx50MM VIOLETA;DELLA VALLE Y CIA SRL;DELTAPLUS;3;34,02
ID-00003401;17022;ESLINGA OJAL/OJAL P/3TNx4Mx75MM AMAR;DELLA VALLE Y CIA SRL;DELTAPLUS;1;8,33
ID-00003402;;;;;0;0,00
ID-00003403;;;;;0;0,00
ID-00003404;170311;ESLINGA GANCHO/GANCHO 2TNx4Mx50MM;DELLA VALLE Y CIA SRL;DELTAPLUS;1;20,52
ID-00003405;170310;ESLINGA C/CRIQUE 100MM x 9M P/10TN;DELLA VALLE Y CIA SRL;DELTAPLUS;1;112,12
ID-00003406;154075;TEJIDO MOSQUIT ALUMINIO 1.20 M X MTS;PROCOM;BROGAS;40;247,62
ID-00003407;1100;PESTAÑADORA S3;MIGUEL MIELGO S.R.L;S3;0;0,00
ID-00003408;85013;ESCALERA DE ALUMINIO x 8 ESC. BOTAFOGO;DELLA VALLE Y CIA SRL;BTF;0;0,00
ID-00003409;STHR202AR;ROTOMARTILLO SDS PLUS X 620 WTS.;RC DISTRIBUCIONES S.R.L;STANLEY;0;0,00
ID-00003410;297-222400;APAREJO BUL DE 1 TN;DISMAR;BUL;0;0,00
ID-00003411;297-222401;APAREJO BUL DE 2 TN;DISMAR;BUL;0;0,00
ID-00003412;R910525/5;IMPULSOR DE BRONCE P/BOMBA 2DCM70;MOTORES CZERWENY S.A;CZERWENY;0;0,00
ID-00003413;R630321;IMPULSORES P/BOMBA CZERWENY 65-40-200-2;MOTORES CZERWENY S.A;CZERWENY;0;0,00
ID-00003414;R730086/7;SELLO MECANICO P/BOM CZERWENY 65-40-200;MOTORES CZERWENY S.A;CZERWENY;4;96,13
ID-00003415;R730081/9;ORING P/BOMBA CZERWENY 65-40-200;MOTORES CZERWENY S.A;CZERWENY;4;7,94
ID-00003416;JC314;INFLADOR P/BICI CORTO ALUMI.COLORES;ANGAR DISTRIBUCIONES;SIN RAMO;1;9151,00
ID-00003417;V00054;SACABUJIA DOBLE 16-21;ANGAR DISTRIBUCIONES;SILVER SHADOW;0;0,00
ID-00003418;B00227;TANZA CUADRADA DE 3 MM POLYTRON;ANGAR DISTRIBUCIONES;POLYTRON;19;146,36
ID-00003419;06082;TANZA RED. AMARILLA DE 2 MM GRILON;BERMON DISTRIBUIDORA S.R.L;GRILON;453;48,16
ID-00003420;2801194;PIEDRA RECTA 175 x 25 x 19 G80;DELLA VALLE Y CIA SRL;TYROLIT;0;0,00
ID-00003421;360114;CINTA METRICA DIAMANTE X 3MTS. ART 304;DELLA VALLE Y CIA SRL;DIAMANTE;2;52,63
ID-00003422;360112;CINTA METRICA DIAMANTE X 3MTS ART. 302;DELLA VALLE Y CIA SRL;DIAMANTE;2;3,06
ID-00003423;360115;CINTA METRICA DIAMANTE X 3MTS. ART. 307;DELLA VALLE Y CIA SRL;DIAMANTE;1;1,38
ID-00003424;TTF06100;"TIRAFONDO DE 1/4"" X 4""";BREMEN TOOLS ARGENTINA S.A.;BREMEN;20;3,82
ID-00003425;10006063;"TIRAFONDO 1/4"" X 2 1/2""";RC DISTRIBUCIONES S.R.L;TEL;44;3,51
ID-00003426;07016056;"BULON G5 RG 5/8"" X 2 1/4""";RC DISTRIBUCIONES S.R.L;RC;29;3,09
ID-00003427;201476;PICANA DE ARREAR ROJA LARGA CJB;VILLA NUEVA S.A;CJB;0;0,00
ID-00003428;08016065;BULON G8 RG DE 16MM X 66MM PASO 1.50;RC DISTRIBUCIONES S.R.L;RC;0;0,00
ID-00003429;02003016;TUERCA G8 RG DE 16MM;RC DISTRIBUCIONES S.R.L;RC;100;0,67
ID-00003430;02327.584;PRECINTO 200 x 4.7 BLANCO x UNIDAD;BERMON DISTRIBUIDORA S.R.L;CONER;242;1,26
ID-00003431;121.BE.225;PRECINTO 225x4.7 BLANCO x UNIDAD;BULONFER S.A;KEMEN;10;0,02
ID-00003432;121.BE.400;PRECINTO BLANCO DE 400 x 4.8;BULONFER S.A;KEMEN;30;0,15
ID-00003433;121.NE.225;PRECINTO 225x4.7 NEGRO x UNIDAD;BULONFER S.A;KEMEN;12;0,02
ID-00003434;121.NP.350;PRECINTO 350x7.2 NEGRO PESADO x UNIDAD;BULONFER S.A;KEMEN;234;27,32
ID-00003435;F00020;PRECINTO 400x7.6 NEGRO PESADO x UNIDAD;ANGAR DISTRIBUCIONES;GW;9;89,70
ID-00003436;605.BD843R208;PROTECTOR CARRETEL P/MOTOG. BELARRA;BULONFER S.A;BELARRA;0;0,00
ID-00003437;2313;JUEGO DE DESTOR. C/PTAS CAMBIA. C/CRIQUE;SOLMONI CARLOS;EUROTECH;1;9,01
ID-00003438;182086;RUEDA MACIZA PARA HORMIGONERA;PROCOM;SIN RAMO;2;12,40
ID-00003439;;;;;0;0,00
ID-00003440;;;;;0;0,00
ID-00003441;RMAI001;RUEDAS MACIZA DE 180 M PARA 130 KG.;CASA VUL;SIN RAMO;2;1,93
ID-00003442;;MORSA PLANA DE PLASTICO;SOLMONI CARLOS;SIN RAMO;1;1,40
ID-00003443;4201390;BOCALLAVE C/IMAN DE 7/16;DELLA VALLE Y CIA SRL;ROTTWEILER;0;0,00
ID-00003444;182071;CUBIERTA RUEDA NEUMATICA 400MM x 2 TELAS;PROCOM;OXEN;0;0,00
ID-00003445;A00140;EL PULPITO CARTUCHO GRANDE X 400G;ANGAR DISTRIBUCIONES;EL PULPITO;0;0,00
ID-00003446;119007;CALEFACTOR TB DE 3000K/CAL GE ISTILAR;JAVIER NESTOR GALLARDO;ISTILART;0;0,00
ID-00003447;DT4543;MECHA PARA BISAGRA DT 4543;BLACK & DECKER ARGENTINA S.A;DEWALT;2;1,58
ID-00003448;131955;PISTOLA ARENADORA BEMAR;CRIMARAL S.A.I.C.F.E.I;BEMAR;0;0,00
ID-00003449;1530;CAÑO PVC SOLD. 32MM CL10 X 6.00M TIGRE;TODORIEGO INSUMOS S.R.L;TIGRE;4;39,99
ID-00003450;0;CINTA DOBLE FAZ DE 12MM X 3MTS;PAPIERTTEI;NORTON;1;0,17
ID-00003451;160200;SOLDADOR DE ESTAÑO TIPO LAPIZ DE 30W;CRIMARAL S.A.I.C.F.E.I;CIMURAT;1;384,73
ID-00003452;131950;PISTOLA PARA PROTEX 40-0;CRIMARAL S.A.I.C.F.E.I;BEMAR;1;15,51
ID-00003453;800776;PISTOLA P/SOPLETEAR C/TACHO ALPHA;ROR MAYORISTAS S.A.;ALPHA;1;1,46
ID-00003454;;MANGUERA NIVEL DE 105X50;BULONFER S.A;SIN RAMO;20;0,47
ID-00003455;010100;TORNIQUETE MICRO;METALURGICA LOS ARROYOS;METALURGICA LOS;0;0,00
ID-00003456;113270;ESQUINERO ANGULO REF. DE 25x25;PROCOM;SC METALURGICA;5;0,15
ID-00003457;113271;ESQUINERO ANGULO REF. 38x38;PROCOM;SC METALURGICA;6;1,29
ID-00003458;113272;ESQUINERO ANGULO REF. 50x50x38;PROCOM;SC METALURGICA;10;1,81
ID-00003459;113274;ESQUINERO ANGULO REF. 76x76;PROCOM;SC METALURGICA;9;1,39
ID-00003460;113276;ESQUINERO ANGULO REF. 100x100;PROCOM;SC METALURGICA;20;20,81
ID-00003461;510-1050;MENSULA BLANCA 50X50;ANGAR DISTRIBUCIONES;SC METALURGICA;24;1273,35
ID-00003462;510-1025;MENSULA CROMADA 25X25;ANGAR DISTRIBUCIONES;SC METALURGICA;6;130,11
ID-00003463;510-1038;MENSULA BLANCA 38X38;ANGAR DISTRIBUCIONES;SC METALURGICA;24;780,85
ID-00003464;RBY34000;ASPERSOR SERIE 3500 RBY34000;TODORIEGO INSUMOS S.R.L;RAIN BIRD;14;297,55
ID-00003465;91014;MECHA P/HOYADORA DE 200 X 80;DELLA VALLE Y CIA SRL;HYUNDAI;0;0,00
ID-00003466;01841.375;ANTEOJO NITRO GRIS CON PAT. REG.;BERMON DISTRIBUIDORA S.R.L;NITRO;248;159,68
ID-00003467;00035;PALA DE PUNTA ESCOSESA CABO H. GHERARDI;BERMON DISTRIBUIDORA S.R.L;GHERARDI;3;34,14
ID-00003468;41482000058;MOTOGUADAÑA STIHL FS 510;STIHL MOTOIMPLEMENTOS S.A;STIHL;0;0,00
ID-00003469;CP13;CAJA DE HERRAMIENTAS CP13 HAMILTON;GACINOL S.R.L;HAMILTON;0;0,00
ID-00003470;CP16;CAJA DE HERRAMIENTAS CP16 HAMILTON;GACINOL S.R.L;HAMILTON;1;2204,68
ID-00003471;CP19;CAJA DE HERRAMIENTAS CP19 HAMILTON;GACINOL S.R.L;HAMILTON;0;0,00
ID-00003472;00407.24;GRASERA MANUAL VULCANO x 6KG.;BERMON DISTRIBUIDORA S.R.L;VULCANO;1;156,61
ID-00003473;;BUSCAPOLO INDUCTIVO TIPO LAPIZ;SIN PROVEDOR;SIN RAMO;3;0,69
ID-00003474;;CUTTER UDOVO C/GOMA Y TOPE +5HOJAS;SIN PROVEDOR;SIN RAMO;1;0,19
ID-00003475;DBPR4200;PILA RECARGABLE P/LINTERNA C/U;ALEJANDRO BERMON;OM;3;14378,24
ID-00003476;;;;;0;0,00
ID-00003477;;;;;0;0,00
ID-00003478;060158F0H0;SIERRA CALADORA BOSCH GST 90 E;ITURRIA S.A;BOSCH;0;0,00
ID-00003479;;MANGUERA P/AIRE 8MM NEGRA.FREPLAS;ITURRIA S.A;FREPLAST;0;0,00
ID-00003480;115015;ABRAZADERA 9 MM DE 90 A 110 MM;PROCOM;PERFECTO;6;9,20
ID-00003481;0;CHORIZO PARA PUERTA DE 85 CM;SIN PROVEDOR;SIN RAMO;3;0,26
ID-00003482;342210;SILICONA TRANSPARENTE X 280 ML BLITZ;ROR MAYORISTAS S.A.;BLITZ;3;1,29
ID-00003483;63013;PINZA PORTAELECTRODO 300AMP ASTEN;DELLA VALLE Y CIA SRL;ASTEN;1;4,00
ID-00003484;PES;ENGRAMPADORA HAMILTON 4MM A 8MM;GACINOL S.R.L;HAMILTON;0;0,00
ID-00003485;PEP;ENGRAMPADORA HAMILTON 4-14MM PROF.;GACINOL S.R.L;HAMILTON;3;99396,10
ID-00003486;PES06;GRAMPAS HAMILTON 6MM 11.3X0.7;GACINOL S.R.L;HAMILTON;2;1349,53
ID-00003487;CT/RM;CARRO PAQUETERO NARANJA 150KG RUE. MAZ;METALURGICA DUROLL S.R.L.;DUROLL;0;0,00
ID-00003488;136016;MINI RODILLO ATLAS 5cm;PROCOM;ATLAS;6;1,34
ID-00003489;602.TNH.730.15;TANZA HEPTAG.3MM BLISTER 15MTS BELARRA2;BULONFER S.A;BELARRA;2;0,32
ID-00003490;602.TNH.730.15;TANZA HEPTAG. 2,4MM 15MTS BELARRA;BULONFER S.A;BELARRA;12;1,88
ID-00003491;220,755334;LIJA DE BANDA 75X533 G-40;BULONFER S.A;DOBLE A;3;0,64
ID-00003492;175.R.T1;TORNILLO P/MORSA BARBERO Nº1;BULONFER S.A;BARBERO;1;6,79
ID-00003493;605.I10250;JUEGO DE CABLES P/SOLDADORA PIN GRANDE;BULONFER S.A;SIN RAMO;0;0,00
ID-00003494;19402;SEPARADOR DE PISO 2MM 300 U;MIGUEL MIELGO S.R.L;ATRIM;1;2,74
ID-00003495;19403;SEPARADOR DE PISO 3MM 150U CERAMICRUZ;MIGUEL MIELGO S.R.L;CERAMICRUZ;1;2,83
ID-00003496;;DISCO DE SIERRA 4 1/2 MADERA 24D;MIGUEL MIELGO S.R.L;SIN RAMO;3;0,61
ID-00003497;;DISCO DE SIERRA 4 1/2 MADERA 40 DIENTES;MIGUEL MIELGO S.R.L;SIN RAMO;3;0,70
ID-00003498;800610;PINZA PORTAMAZA 300amp BLITZ;ROR MAYORISTAS S.A.;BLITZ;0;0,00
ID-00003499;701405;POLVO ROJO/AZUL BLITZ PARA CHOCLA;ROR MAYORISTAS S.A.;BLITZ;1;0,08
ID-00003500;;MANDRIL 16MM CONICO DOGO PROFES.;ROR MAYORISTAS S.A.;DOGO;0;0,00
ID-00003501;;"ESPATULA CABO MADERA TITAN 3.5""";ROR MAYORISTAS S.A.;TITAN;2;0,20
ID-00003502;;"ESPATULA CABO MADERA TITAN 2""";ROR MAYORISTAS S.A.;TITAN;0;0,00
ID-00003503;319071;"ESPATULA CABO MADERA TITAN 3""";ROR MAYORISTAS S.A.;TITAN;1;0,17
ID-00003504;319103;LLANA LISA TITAN 300 X 120 MM CABO PLAST;ROR MAYORISTAS S.A.;TITAN;1;0,58
ID-00003505;00502;LLANA LISA CONER 12 X 250;BERMON DISTRIBUIDORA S.R.L;EL ROBLE;4;14,38
ID-00003506;00502;LLANA LISA EL ROBLE 13 X 300;BERMON DISTRIBUIDORA S.R.L;EL ROBLE;4;24,10
ID-00003507;;SILICONA NEGRA X 280 ML BLITZ;ROR MAYORISTAS S.A.;BLITZ;1;0,21
ID-00003508;1132675;"MOTOCULRIVADOR POULAN PRO LCT 208 CC 17""";ROBERTO C. RUMBO S.R.L (CLIENTE;POULAN;0;0,00
ID-00003509;00421.23;BARRETA SACA CLAVOS 19 x 600MM EL ROBLE;BERMON DISTRIBUIDORA S.R.L;EL ROBLE;2;37,72
ID-00003510;03024;FRATACHO DE PETIRIBI X 35 CM;BERMON DISTRIBUIDORA S.R.L;PETIRIBI;8;25,52
ID-00003511;03220.01;CORTADORA DE CESPED 3/4HP C/RECOLECTOR;BERMON DISTRIBUIDORA S.R.L;CONER;0;0,00
ID-00003512;03220.12;CORTADORA DE CESPED 1HP C/RECOLECTOR;BERMON DISTRIBUIDORA S.R.L;CONER;0;0,00
ID-00003513;;;;;0;0,00
ID-00003514;;;;;0;0,00
ID-00003515;03220.22;CORTADORA DE CESPED 4.5HP CONER C/REC;BERMON DISTRIBUIDORA S.R.L;CONER;1;710,43
ID-00003516;03220.24;CORTADORA DE CESPED 6.5HP S/RECOL CONER;BERMON DISTRIBUIDORA S.R.L;CONER;2;1973,98
ID-00003517;V00051;CALENTADOR SUMERGIBLE RULO DE 220V;ANGAR DISTRIBUCIONES;SIN RAMO;1;1106,13
ID-00003518;002095;MEDIASOMBRE GRIS AL 80% x MTS. LIVIANA;CARRETELES RAFAELA S.A;M.S AG;0;0,00
ID-00003519;03220.26;CORTADORA DE CESPED 6.5HP C/REC  CONER;BERMON DISTRIBUIDORA S.R.L;CONER;2;1984,61
ID-00003520;02412.61;TACO DE 6MM PY;BERMON DISTRIBUIDORA S.R.L;PY;509;18,24
ID-00003521;02413.00;TACO DE 8MM PY;BERMON DISTRIBUIDORA S.R.L;PY;19;0,85
ID-00003522;02413.02;TACO DE 10MM PY;BERMON DISTRIBUIDORA S.R.L;PY;597;51,09
ID-00003523;02413.04;TACO DE 12MM PY;BERMON DISTRIBUIDORA S.R.L;PY;325;79,56
ID-00003524;7202252;"MANGUERA SLY ALTA PRESION DE 1"" X MTS.";DELLA VALLE Y CIA SRL;SOLYON;0;0,00
ID-00003525;0;DISCO COCINERO CHICO C/PATAS;SIN PROVEDOR;SIN RAMO;0;0,00
ID-00003526;0;DISCO COCINERO MEDIANO C/PATAS;SIN PROVEDOR;SIN RAMO;1;8,01
ID-00003527;0;JUEGO DE PALA P/PARRILLA GANDE;SIN PROVEDOR;SIN RAMO;1;1,57
ID-00003528;0;JUEGO DE PALA P/PARRILLA CHICO;SIN PROVEDOR;SIN RAMO;0;0,00
ID-00003529;1496;"ABRAZADERA CON TORNILLO DE 32 x 3/4""";POLINAM S.R.L;CEPEX;8;0,69
ID-00003530;1907;"BUJE PPN DE 3/4"" X 1/2""";POLINAM S.R.L;CEPEX;5;0,02
ID-00003531;DPH238;DESTORNILLADOR HAMILTON 2 X 38;GACINOL S.R.L;HAMILTON;4;316,79
ID-00003532;S14C7S;"DISCO P/CONCRETO 7MM 14"" CENTRO 25.4MM";ALIAFOR S.A;ALIAFOR;0;0,00
ID-00003533;4.760-731.0;LANZA DOSIFICADORA K4;KARCHER ARGENTINA S.A;KARCHER;1;40,87
ID-00003534;138020;PULVERIZADOR MOCHILA GIBER X 12 LTS.;CRIMARAL S.A.I.C.F.E.I;GIBER;2;203766,45
ID-00003535;460;"ESCOFINA 1/2 CAÑA DE 8""";MIELGO MIGUEL S.R.L.;LACATUS;0;0,00
ID-00003536;461;"ESCOFINA 1/2 CAÑA DE 10""";MIELGO MIGUEL S.R.L.;LACATUS;1;0,52
ID-00003537;462;"ESCOFINA 1/2 CAÑA DE 12""";MIELGO MIGUEL S.R.L.;LACATUS;0;0,00
ID-00003538;19426;CUÑA DENTADA P/PORCELANATO X 150 U;MIGUEL MIELGO S.R.L;CERAMICRUZ;3;32,67
ID-00003539;19427;ARCO SEPARADOR P/CUÑA DE PORCEL x150U;MIGUEL MIELGO S.R.L;CERAMICRUZ;4;35,59
ID-00003540;115006;ABRAZADERA 9 MM DE 16 A 27 MM;PROCOM;PERFECTO;16;14,67
ID-00003541;115009;ABRAZADERA 9 MM DE 32 A 55MM;PROCOM;PERFECTO;4;13,47
ID-00003542;182045;RUEDA NEUMATICA P/CARRET. 2T;PROCOM;OXEN;2;46,80
ID-00003543;170055;PICO PARA GRASERA FINO C/RETENCION;PROCOM;SIN RAMO;3;6,91
ID-00003544;417;PICO P/GRASERO LARGO P/CRUCETA;MIELGO MIGUEL S.R.L.;SIN RAMO;1;0,11
ID-00003545;418;PICO P/GRASERA PUNTA AGUJA;MIELGO MIGUEL S.R.L.;SIN RAMO;0;0,00
ID-00003546;;CARRETILLA 90LTS. CHAPA 16 RUE. NEUM;METALURGICA ROSARIO;METALURGICA ROSARIO;1;4,85
ID-00003547;304002;ELECTRTODO OK 2.50 CONARCO;ITURRIA S.A;CONARCO;78;63,04
ID-00003548;304005;ELECTRODO OK 3.25 CONARCO;ITURRIA S.A;CONARCO;34;252,79
ID-00003549;16843;APAREJO A PALANCA DE 3TN C/CADENA;LUSQTOFF ARGENTINA S.A;LUSQTOFF;0;0,00
ID-00003550;;;;;0;0,00
ID-00003551;;;;;0;0,00
ID-00003552;37004040;CHAVETA PARTIDA DE 4 x 40;RC DISTRIBUCIONES S.R.L;KAZ;90;0,30
ID-00003553;37004055;CHAVETA PARTIDA 4 x 55;RC DISTRIBUCIONES S.R.L;KAZ;51;0,23
ID-00003554;37006090;CHAVETA PARTIDA 6 x 90;RC DISTRIBUCIONES S.R.L;KAZ;90;1,59
ID-00003555;37035030;CHAVETA PARTIDA 3.5 x 30;RC DISTRIBUCIONES S.R.L;KAZ;83;0,18
ID-00003556;37045050;CHAVETA PARTIDA 4.5 x 50;RC DISTRIBUCIONES S.R.L;KAZ;40;0,18
ID-00003557;37101006;CHAVETA ELASTICA P/PERNO 3.5;RC DISTRIBUCIONES S.R.L;RC;23;0,40
ID-00003558;371010111;CHAVETA ELASTICA P/PERNO DE 8 MM;RC DISTRIBUCIONES S.R.L;RC;25;1,64
ID-00003559;08014055;BULON G8  RG 14 x 55;RC DISTRIBUCIONES S.R.L;RC;85;9,63
ID-00003560;08014080;BULON G8 RG DE 14 x 80;RC DISTRIBUCIONES S.R.L;RC;83;12,17
ID-00003561;09014045;BULON G8 RF 14 x 45 PASO 1.50;RC DISTRIBUCIONES S.R.L;RC;50;1,76
ID-00003562;02003014;TUERCA G8 14 PASO 2;RC DISTRIBUCIONES S.R.L;RC;140;3,16
ID-00003563;02003114;TUERCA G8 PASO 1.50;RC DISTRIBUCIONES S.R.L;RC;200;1,42
ID-00003564;02005012;"TUERCA AUTOF. DE 1/2"" PASO FINO";RC DISTRIBUCIONES S.R.L;RC;163;56,87
ID-00003565;02005022;TUERCA AUTOF. DE 7/8 PASO FINO;RC DISTRIBUCIONES S.R.L;RC;10;0,37
ID-00003566;304002;ELECTRODO OK 2.5 CONARCO;ITURRIA S.A;CONARCO;17;138,64
ID-00003567;06019D81H0;LLAVE DE IMPACTO GDS 18V-EC250 BOSCH;ITURRIA S.A;BOSCH;0;0,00
ID-00003568;060193A3H3;AMOLADORA INALAMBRICA 4 1/2 GWS 18 V-LI;ITURRIA S.A;BOSCH;0;0,00
ID-00003569;170401;REPUESTO P/ESLINGA C/CRI. DE 50MM x 9MTS;DELLA VALLE Y CIA SRL;ESLINGAR;0;0,00
ID-00003570;32016;REPUESTO P/ARCO DE SIERRA;DELLA VALLE Y CIA SRL;SIN RAMO;10;0,60
ID-00003571;71026;SOGA ELASTICA DE 5 MM x MTS.;DELLA VALLE Y CIA SRL;SIN RAMO;0;0,00
ID-00003572;182082;RUEDA SEMI NEUM. NARANJA GRANDE;PROCOM;OXEN;4;167,64
ID-00003573;182046;RUEDA NEU. SUP.REF.6T P/CARR. LLAN.PLAS.;PROCOM;OXEN;3;15,40
ID-00003574;2793;EXTRACTOR SONDA LAMBDA EUROTECH;SOLMONI CARLOS;EUROTECH;1;0,57
ID-00003575;;SOPAPA TRIPLE EUROTECH;SOLMONI CARLOS;EUROTECH;0;0,00
ID-00003576;175.R.T7;TORNILLO P/MORSA BARBERO Nº 7-8;BULONFER S.A;BARBERO;1;1,31
ID-00003577;AB14;"ADPTADOR DE 3/8""  A 1/2""";GACINOL S.R.L;HAMILTON;2;5983,34
ID-00003578;AB15;"ADPTADOR DE 1/2"" H A 3/8"" M";GACINOL S.R.L;HAMILTON;3;13348,68
ID-00003579;AB16;"ADAPTADOR DE 1/2"" H A 3/4"" M";GACINOL S.R.L;HAMILTON;3;26034,28
ID-00003580;11500938;BULON CABEZA FRESADA DE 3/8 x 1 1/2;RC DISTRIBUCIONES S.R.L;FATAN;68;1,95
ID-00003581;04975.02;"MOTOSIERRA CONER 45CC ESP 18""";BERMON DISTRIBUIDORA S.R.L;CONER;0;0,00
ID-00003582;04975.04;"MOTOSIERRA CONER 58CC ESP 20""";BERMON DISTRIBUIDORA S.R.L;CONER;0;0,00
ID-00003583;04485.10;TENSOR GALV. OJO-GANCHO 5 M;BERMON DISTRIBUIDORA S.R.L;CONER;3;1,06
ID-00003584;605.BD7431101;TRINQUETE DE ARRANQUE P/MOTOG. BELARRA;BULONFER S.A;BELARRA;0;0,00
ID-00003585;04285.76;DUPLALON NEGRO  3 MTS 200 MICRONES;BERMON DISTRIBUIDORA S.R.L;POYAGRO;23;34,29
ID-00003586;04285.08;MEDIASOMBRA BCA/VRD AL 80% X MTS.;BERMON DISTRIBUIDORA S.R.L;AGROTELAS;0;0,00
ID-00003587;;;;;0;0,00
ID-00003588;;;;;0;0,00
ID-00003589;06097.04;TANZA RED. C/ALMA REF. DE 3.00MM x MTS.;BERMON DISTRIBUIDORA S.R.L;GRILON;150;39,79
ID-00003590;03645.30;MANGO PLASTICO P/SERRUCHO CHICO;BERMON DISTRIBUIDORA S.R.L;SANTA JUANA;2;1,06
ID-00003591;03645.34;MANGO PLASTICO P/SERRUCHO GRANDE;BERMON DISTRIBUIDORA S.R.L;SANTA JUANA;2;2,48
ID-00003592;03645.50;MANGO DE MADERA P/SERRUCHO CHICO;BERMON DISTRIBUIDORA S.R.L;SANTA JUANA;0;0,00
ID-00003593;03645.60;MANGO DE MADERA P/SERRUCHO MEDIANO;BERMON DISTRIBUIDORA S.R.L;SANTA JUANA;2;0,29
ID-00003594;03646;MANGO DE MADERA P/SERRUCHO GRANDE;BERMON DISTRIBUIDORA S.R.L;SANTA JUANA;1;1,44
ID-00003595;04597.90;CEPILLO REDONDO P/TALADRO;BERMON DISTRIBUIDORA S.R.L;SIN RAMO;0;0,00
ID-00003596;PTTACHMB07;BARRA DE SILICONA FINA x 20CM;ANGAR DISTRIBUCIONES;SUPRABOND;30;8310,49
ID-00003597;00407.20;GRASERA MANUAL VULCANO x 3 KG;BERMON DISTRIBUIDORA S.R.L;VULCANO;1;142,50
ID-00003598;14462024;CARBONES P/LLAVE DE IMPAC. MILWAUKEE;PAPIERTTEI;MILWAUKEE;1;0,56
ID-00003599;1296;GRASERA MANUAL x 5KG. PEX;MIELGO MIGUEL S.R.L.;PEX;0;0,00
ID-00003600;380217;GONIOMETRO PARA ZONTA 64;DELLA VALLE Y CIA SRL;ZONTA;1;10,24
ID-00003601;SHX34P;"TUBO HEX PULG. 3/4"" ENC. 3/4";ITURRIA S.A;BAHCO;1;0,76
